瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 秦搁扁拘(hPa),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2)
156,堡林,2014-04-26,18,12,23.8,0,2.1,6.6,48.3,9.8,1014.5,1023,2.5,12.16
156,堡林,2014-04-27,15.7,13.5,18.1,15,2.3,11.8,78.4,13.8,1010,1018.6,0,3.28
156,堡林,2014-04-28,15,12.4,18.2,11.5,3.4,11.4,80.3,13.5,1001.4,1009.9,0,2.79
156,堡林,2014-04-29,14.2,12.3,17,10,1.5,12.1,87.3,14.1,999.4,1007.9,0.1,6.81
156,堡林,2014-04-30,14.9,11.3,20.4,,1.8,10.1,74.4,12.4,1002.1,1010.6,4.5,12.82
156,堡林,2014-05-01,16.2,9.5,23.9,,1.5,7.1,58.1,10.1,1006.4,1014.9,12.3,24.82
156,堡林,2014-05-02,17.1,10.3,26.4,,2.5,8.5,59.1,11.2,1006.6,1015.2,10.3,22.08
156,堡林,2014-05-03,14.9,8.6,21.7,,2.7,2.2,47.1,7.3,1011.1,1019.7,12.8,27.21
156,堡林,2014-05-04,13.9,9.4,21.6,2,2.7,5.3,60.3,9,1008,1016.6,2.3,13.52
156,堡林,2014-05-05,11.9,7,17.8,,2,-1.4,43.8,5.7,1010.9,1019.6,12.5,27.29
156,堡林,2014-05-06,14,7,21.3,,1.9,0.1,42.8,6.3,1010.8,1019.5,12.9,26.98
156,堡林,2014-05-07,16,7.2,23.9,,2.9,2.7,44.1,7.6,1006.3,1014.9,12.6,27.1
156,堡林,2014-05-08,15.9,10.4,20,0.5,2.7,8.6,64.5,11.4,1004.1,1012.7,10.8,24.28
156,堡林,2014-05-09,17.3,8.7,25.1,,1.6,4.6,49.8,8.6,1009.6,1018.2,12.3,25.31
156,堡林,2014-05-10,19.4,11.9,27.6,,2.1,5.1,42.6,8.9,1011.1,1019.6,11.8,25.57
156,堡林,2014-05-11,18.6,15.8,24.3,27,3.9,9.2,58,12.3,1003.7,1012.2,3.9,14.54
156,堡林,2014-05-12,18.1,14.3,23.4,8,3,11.5,68.3,13.7,1000.3,1008.8,11.6,25.3
156,堡林,2014-05-13,20.1,12.7,27.7,,2.2,11.8,62.3,13.9,1001,1009.4,11.9,25.17
156,堡林,2014-05-14,17,15,19.1,3,1.7,12,73,14,994.3,1002.7,0,7.34
156,堡林,2014-05-15,18.4,14,24,,1.9,8.9,56.9,11.5,994.6,1003,10.9,25.6
156,堡林,2014-05-16,19,12.2,26.8,,2.1,9.2,55.6,11.6,1001.7,1010.1,11.9,24.54
156,堡林,2014-05-17,20.2,13.8,28.3,,1.7,7,46.6,10.2,1004.3,1012.7,12.6,25.74
156,堡林,2014-05-18,20.6,13.7,28.3,,1.6,8.1,47.9,10.8,1005,1013.4,12.3,26.32
156,堡林,2014-05-19,21.4,13.3,29.1,,1.4,8.1,46.6,10.9,1003.9,1012.3,10.2,23.6
156,堡林,2014-05-20,18.1,16.1,21.7,12.5,1.5,13.9,78,16,998.6,1007,1.1,5.37
156,堡林,2014-05-21,18.6,13.7,25.2,,1.5,12.5,70.3,14.5,1000,1008.4,11.5,25.92
156,堡林,2014-05-22,21.2,13,28.8,,1.9,13.4,64.1,15.5,1004.4,1012.8,10.8,24.47
156,堡林,2014-05-23,22.5,18.5,27.6,,2.2,15.2,65.4,17.3,1010,1018.3,8,20.43
156,堡林,2014-05-24,22.4,17.3,28.5,,2.3,14.3,62.1,16.4,1009,1017.3,6.8,18.83
156,堡林,2014-05-25,20.3,18.7,23.4,2.5,3.1,14.8,71.9,16.9,1001.5,1009.9,0.4,9.02
156,堡林,2014-05-26,21.4,17.3,26.7,1.5,2.3,8.3,50.6,11.9,996.8,1005.1,11.2,26.47
156,堡林,2014-05-27,22.6,14.8,29.8,,2.9,11.3,51,13.5,995,1003.2,12.2,25.15
156,堡林,2014-05-28,22.3,17.7,28.1,,2.9,13.9,60.5,15.9,993.9,1002.1,9.8,23.66
156,堡林,2014-05-29,23.7,16.9,33.3,,1.5,12,53.1,14.1,999.5,1007.7,11.6,26.58
156,堡林,2014-05-30,24.9,16.5,33.5,,1.9,9.1,42.5,11.8,1002.5,1010.7,12.8,27.04
156,堡林,2014-05-31,25.7,18.3,33.5,,1.8,12.3,45.9,14.5,1005,1013.2,12.5,25.66
156,堡林,2014-06-01,23.9,19.8,28.9,,1.1,14,55.6,16.1,1003.7,1012,0,9.49
156,堡林,2014-06-02,20.6,18.3,23.4,5.5,3.1,13.3,64.4,15.4,998.1,1006.4,0.4,5.29
156,堡林,2014-06-03,19.6,18.2,23.3,4,3.4,15.8,79.9,18,995.3,1003.6,0.2,5.38
156,堡林,2014-06-04,22.5,18.3,28.5,5,4.1,16.3,69.8,18.5,994.8,1003,7.1,18.42
156,堡林,2014-06-05,22.7,19,26.8,,2.8,14.8,61.9,16.8,995.2,1003.4,4.5,16.33
156,堡林,2014-06-06,22.4,19.4,28.1,,1.9,15.1,65,17.2,996.8,1005.1,7.2,17.62
156,堡林,2014-06-07,22.4,17.6,29.2,,1.5,15.7,67.8,17.9,997.2,1005.4,7.1,18.25
156,堡林,2014-06-08,22.4,19.4,27.7,,1.5,15.6,66.8,17.7,998.9,1007.2,5.8,16.49
156,堡林,2014-06-09,22.7,19.4,27.2,,1.6,16.6,69,18.8,1001.4,1009.7,5.1,13.99
156,堡林,2014-06-10,23.7,19.7,28.7,,2.1,16.4,64.9,18.7,1000.8,1009.1,7.2,16.86
156,堡林,2014-06-11,23.2,19.7,28.7,,1.9,14.4,59.5,16.5,997.3,1005.5,11.4,24.32
156,堡林,2014-06-12,19.6,16.5,24.8,48.5,1.6,15.5,78.1,17.6,995,1003.3,6.2,13.21
156,堡林,2014-06-13,22,18.1,26.8,,2,15.4,68,17.5,997.3,1005.6,9,20.06
156,堡林,2014-06-14,22.6,18.9,28.7,,1.5,14.3,62.1,16.4,1000,1008.2,9.9,20.59
156,堡林,2014-06-15,22.9,17.1,29.1,,1.2,14.4,61.4,16.4,999.4,1007.7,11.7,21.97
156,堡林,2014-06-16,23.6,18.7,30.5,,1.7,14.5,60.6,16.8,998.5,1006.7,8.1,21.23
156,堡林,2014-06-17,21.6,19.6,26,1,2,16.3,72.8,18.6,996.8,1005.1,3,11.06
156,堡林,2014-06-18,23.3,18.1,30.3,,1.8,14.3,59.6,16.3,996.6,1004.9,10.9,21.9
156,堡林,2014-06-19,23.8,19,30.6,,1.3,16,63.9,18.1,998.3,1006.5,9.3,21.76
156,堡林,2014-06-20,23.8,18.8,28.7,,2.3,16.5,64.9,18.8,999.5,1007.7,6.3,17.37
156,堡林,2014-06-21,22.4,20.8,25.4,1,2,17.8,75.8,20.4,998.9,1007.1,1,7.31
156,堡林,2014-06-22,23,19.7,27.5,,1.6,17.4,71.4,19.9,999.1,1007.4,2.2,14.01
156,堡林,2014-06-23,22.2,20.1,26.6,3,1.8,17.9,77.4,20.6,998.9,1007.1,3.9,12.68
156,堡林,2014-06-24,23,19.5,28.7,4,2,16.9,71.1,19.4,998.9,1007.1,8.9,17.68
156,堡林,2014-06-25,23.1,18.4,28.7,,1.4,16.5,68.1,18.8,1000.6,1008.9,5.1,18.54
156,堡林,2014-06-26,24.2,19.8,30.3,0,1.5,17.6,68.3,20.1,999.4,1007.6,6.3,16.9
156,堡林,2014-06-27,25.2,20,32.1,,1.5,16.3,60.4,18.6,996.6,1004.8,11.2,24.02
156,堡林,2014-06-28,24.5,20.5,30.2,,1.8,16.8,64.3,19.2,996.1,1004.3,11,22.66
156,堡林,2014-06-29,24.5,20.3,30.1,,2.2,16.7,63.9,19,997.7,1005.9,7.9,17.75
156,堡林,2014-06-30,25.1,20.6,30.7,,1.4,16.8,62.4,19.2,1000.7,1008.9,11.5,21.38
156,堡林,2014-07-01,25.4,20.3,32,,2,17.2,62.3,19.6,1002.3,1010.5,9.3,22.17
156,堡林,2014-07-02,21.8,18.2,27.5,12,2,16.6,74.1,19,999,1007.3,0,6.56
156,堡林,2014-07-03,20.7,18.5,22.4,21.5,1.7,19.2,91.3,22.2,992,1000.3,0,3.18
156,堡林,2014-07-04,22.9,20.8,26.6,2,1.8,19.9,83.9,23.2,998.5,1006.8,1.8,9.97
156,堡林,2014-07-05,23.7,20.9,27.2,0.2,1.5,19.3,77.3,22.4,1002.2,1010.5,0.3,9.34
156,堡林,2014-07-06,20,17.7,21.8,17.5,2.8,17.8,87.6,20.4,997.5,1005.9,0,3.67
156,堡林,2014-07-07,22.8,19.9,25.8,0.5,1.8,19.1,80.1,22.1,997.6,1005.9,0.1,8.27
156,堡林,2014-07-08,26.1,22.1,31.8,0.5,1.7,21.3,75.6,25.4,998.6,1006.7,3.9,14.13
156,堡林,2014-07-09,26.4,24.4,29.6,1,4.1,22,77.3,26.4,991,999.1,1,7.97
156,堡林,2014-07-10,26.9,24.2,31.6,,1.9,20,66.6,23.4,988.8,996.9,13.1,25.21
156,堡林,2014-07-11,26.8,22.4,32.6,,2.2,18.1,61.6,20.9,994.5,1002.6,9.2,20.5
156,堡林,2014-07-12,25.2,21.3,29.6,4.5,1.4,18.4,68.1,21.2,996.2,1004.3,1.7,11.9
156,堡林,2014-07-13,23.4,19.7,28.6,15.5,1.8,19,77.8,22,995.9,1004.2,4.1,13.89
156,堡林,2014-07-14,25.8,21.9,31.9,,1.6,19.4,69.6,22.6,1000.5,1008.7,8.3,20.26
156,堡林,2014-07-15,24.3,22.7,27.1,0.1,1.7,19.5,75.4,22.8,1002.4,1010.7,0,6.16
156,堡林,2014-07-16,24.6,21.6,28.8,1,2,19.6,74.4,22.8,1002.6,1010.8,3.6,13.06
156,堡林,2014-07-17,22.3,21.1,24.1,62,1.1,20.5,90,24.1,1004.5,1012.8,0,3.46
156,堡林,2014-07-18,24.6,22.1,28,8,2,22.3,87.4,27,1004.6,1012.9,0.8,7.64
156,堡林,2014-07-19,25,21.8,30.7,57.5,1.3,21.7,82.9,25.9,1005,1013.2,5.2,13.46
156,堡林,2014-07-20,27.1,23.5,32.7,,1.3,21.6,73,25.8,1003,1011.2,9.4,19.28
156,堡林,2014-07-21,27.3,24,33,,1.9,21.8,73.5,26.1,1001.2,1009.4,9.1,21.29
156,堡林,2014-07-22,26.6,23,31.1,,2.8,21,72.3,24.9,1000.4,1008.5,7.8,17.33
156,堡林,2014-07-23,27.9,24.6,32.8,,2.9,21.9,70.9,26.3,998.8,1006.9,9.8,18.84
156,堡林,2014-07-24,29.1,26.2,33.5,0.1,3.2,23.6,73.1,29.2,998.5,1006.6,6.1,17.15
156,堡林,2014-07-25,28.7,25.9,33.1,4.5,5,22.9,72,27.9,998.2,1006.2,10.8,22.68
156,堡林,2014-07-26,25.2,22.2,29.8,5.5,3.5,19.4,71.4,22.6,1002.3,1010.5,7.6,14.23
156,堡林,2014-07-27,24.6,18.7,30.7,,1.3,16.6,64.5,19,1002.9,1011.1,12.2,24.01
156,堡林,2014-07-28,22.4,18.8,27.4,27,1.6,17.6,75.8,20.1,1001.1,1009.4,1,9.22
156,堡林,2014-07-29,25.8,19.3,31.2,,2.3,20.5,74,24.2,1001.3,1009.5,10.2,19.39
156,堡林,2014-07-30,29,23.9,34.1,,1.9,21.2,64.1,25.1,1002.5,1010.6,12.9,22.36
156,堡林,2014-07-31,30.1,25.2,36.5,,2.2,20.8,59.3,24.7,1001.2,1009.3,10.7,22.02
156,堡林,2014-08-01,27.4,24.6,31.9,1.5,3.9,21.1,69.8,25.1,996.8,1004.9,0.8,9.14
156,堡林,2014-08-02,25.4,23.2,28.3,30.5,4.7,21.6,80.3,25.8,988.5,996.6,0,1.95
156,堡林,2014-08-03,25.1,23.5,26.3,6,3.6,21.8,82.1,26.1,986.5,994.6,0,5.13
156,堡林,2014-08-04,24,23.4,24.6,8,3.1,22.5,91.6,27.2,992.2,1000.3,0,2.46
156,堡林,2014-08-05,27.3,23.4,32.3,0.1,1.6,22.2,75.1,26.8,997.4,1005.5,8.9,18.06
156,堡林,2014-08-06,26.8,23.6,31.9,,1.4,21.9,75.6,26.3,998.2,1006.4,4.8,13.2
156,堡林,2014-08-07,24.1,22.5,26.8,14,1,21.9,87.8,26.3,997.5,1005.7,0,5.42
156,堡林,2014-08-08,25.1,22.4,30.4,0.5,3.5,20.4,76.4,24.1,997.5,1005.7,5.5,16.2
156,堡林,2014-08-09,26.1,21.5,31.4,,4.3,18.7,64.6,21.6,994.9,1003.1,12.1,23.99
156,堡林,2014-08-10,24.6,22.1,28.9,0,2.1,18.9,71,21.8,991.8,1000,5.5,13.58
156,堡林,2014-08-11,24.2,20.7,29.3,,1.5,16.9,65.6,19.3,994.6,1002.8,11.5,22.29
156,堡林,2014-08-12,25.3,19.5,31.3,,1,18.6,68.3,21.6,997.1,1005.3,11.2,22.03
156,堡林,2014-08-13,24.6,22.6,27.6,0.1,1.5,20,76.1,23.4,999.8,1008,0,6.01
156,堡林,2014-08-14,21.9,20,23.4,13,2.3,19.4,86.5,22.6,1000.1,1008.4,0,5.03
156,堡林,2014-08-15,24.5,21.3,29.4,1.5,1.4,20.3,78.8,23.9,1000.2,1008.4,6.8,16.51
156,堡林,2014-08-16,25.4,21.3,30.9,,1.7,19.5,71,22.7,1002.2,1010.4,9.1,20.34
156,堡林,2014-08-17,23.4,21.3,26.3,120,1.6,20.7,85.3,24.4,1003,1011.2,0,4.07
156,堡林,2014-08-18,23.3,20.7,27.3,71,2.7,21,87.8,24.9,1000,1008.2,0.1,6.33
156,堡林,2014-08-19,23.1,21.7,26.1,5,1.6,20.7,86.9,24.4,1002.6,1010.9,0,5.62
156,堡林,2014-08-20,23.7,22,26.5,11,0.8,21.4,87.4,25.5,1002.5,1010.7,0.3,7.14
156,堡林,2014-08-21,23.8,22.6,27.1,6,3,20.6,82.9,24.3,1000.4,1008.6,3.5,9.66
156,堡林,2014-08-22,25,21.7,30.8,,1.4,19.3,72.5,22.4,1003.5,1011.7,9.6,19.64
156,堡林,2014-08-23,25.2,20.7,30.5,,1.2,18.3,68.6,21.2,1002.3,1010.6,8.8,18.48
156,堡林,2014-08-24,23.6,22.2,26.2,13.5,1,20.6,83.8,24.3,1000.5,1008.8,0,3.8
156,堡林,2014-08-25,24.5,22.8,27,58.5,1.6,22.4,88.4,27.1,997.9,1006.1,1,4.02
156,堡林,2014-08-26,25.1,22.4,29,1,1.3,20.8,78,24.5,1003,1011.2,6.7,13.99
156,堡林,2014-08-27,23.9,21.7,28,0,1.7,20.1,80.1,23.6,1006.5,1014.7,1,8.47
156,堡林,2014-08-28,22.2,21.1,23.9,0.5,0.9,19.1,83.3,22.1,1008.2,1016.5,0,5.83
156,堡林,2014-08-29,22.4,18.5,27.4,8.5,1.5,17.3,75,19.8,1007,1015.3,2.5,11.5
156,堡林,2014-08-30,23.2,18.4,29,,1.3,17.5,71.9,20,1006.1,1014.4,10.9,18.65
156,堡林,2014-08-31,22.4,19.9,26.5,,1.2,17.2,73.6,19.6,1005.2,1013.5,2.6,11.18
156,堡林,2014-09-01,23.5,17.8,29.9,,1.7,15.8,64.8,18,1005.4,1013.7,10.5,19.82
156,堡林,2014-09-02,21.6,19.1,25.4,18.5,2.1,17.7,79.1,20.2,1002.5,1010.9,0,5.9
156,堡林,2014-09-03,22.8,21,24.6,8,3.5,20.1,85.1,23.6,996.7,1004.9,0,3.95
156,堡林,2014-09-04,23.8,20.4,29,,1.6,17.8,70.8,20.4,1000.9,1009.2,10.4,19.14
156,堡林,2014-09-05,24.1,18,30.2,,1.2,18,71.1,20.7,1004.2,1012.5,11,20.27
156,堡林,2014-09-06,24.7,20.9,30.4,,1.5,18.1,68.9,20.8,1003.9,1012.2,6.7,15.56
156,堡林,2014-09-07,25.1,21.1,31,,1.4,18.5,69.1,21.5,1000.8,1009,9.7,19.73
156,堡林,2014-09-08,24.2,20.5,31.2,,1.2,18.3,71.8,21.1,999.1,1007.4,9.9,19.62
156,堡林,2014-09-09,22.5,18,28.5,,1.2,15.9,67.8,18.2,1000.4,1008.7,2.8,14.25
156,堡林,2014-09-10,21.9,16.8,27.5,,1.6,11.6,53.9,13.7,1002.5,1010.8,11.8,22.13
156,堡林,2014-09-11,22.9,16.7,29.5,,1.2,15.1,63.3,17.3,1004.4,1012.7,9.3,18.14
156,堡林,2014-09-12,21.8,19.7,25.9,2,1.2,17.3,76.1,19.7,1005.4,1013.8,0.4,6.57
156,堡林,2014-09-13,23.2,17.4,29,,2.1,14.7,62.4,16.8,1005.8,1014.1,11.6,21.51
156,堡林,2014-09-14,22.3,17.8,28,,1.8,14.7,64,16.7,1006.9,1015.3,8.1,16.36
156,堡林,2014-09-15,22.4,18.9,28.4,0,1.1,15.5,66.6,17.7,1005.8,1014.1,7.5,15.43
156,堡林,2014-09-16,22.5,18.3,29.3,,1.9,12.5,55.8,14.6,1006.8,1015.2,8.2,17.11
156,堡林,2014-09-17,21.9,18.9,26.9,0,1.6,13,58.6,15.1,1007.4,1015.8,6.1,14.09
156,堡林,2014-09-18,21.9,17.8,26.1,,1.7,14,62,16,1008.1,1016.5,3.7,12.21
156,堡林,2014-09-19,20.2,17,24.4,,2.1,13.2,65.5,15.2,1006.2,1014.6,2.1,9.89
156,堡林,2014-09-20,21,15,27.4,,2.3,12.5,60.4,14.5,1005.6,1013.9,7.8,15.34
156,堡林,2014-09-21,22.1,16.1,28.3,,2,10.9,52.9,13.2,1008.5,1016.9,11.2,20.15
156,堡林,2014-09-22,22.2,15.9,29.9,,1.3,12.6,57.5,14.7,1009.6,1018,10,18.29
156,堡林,2014-09-23,21.2,17.5,26.2,11,2.8,13.5,64.1,15.7,1007.5,1015.9,0.3,8.21
156,堡林,2014-09-24,20.3,17.7,22.8,67,2.2,18.4,89.5,21.3,998.6,1006.9,0.3,3.85
156,堡林,2014-09-25,21.1,16.7,27.2,,1.1,15.8,74.1,18,1005.3,1013.7,8.8,17.03
156,堡林,2014-09-26,21.5,17.5,27.9,5.5,1.2,17,77.6,19.4,1007.9,1016.3,5.9,13.02
156,堡林,2014-09-27,21.6,17.5,27.4,,1.5,16.7,75.8,19,1008.8,1017.2,8.6,16.4
156,堡林,2014-09-28,22.8,17,29.1,,1.5,15.6,66.1,17.7,1007.1,1015.4,10.4,18.42
156,堡林,2014-09-29,20.7,18.9,22.5,4.5,1.4,17.5,82.6,20,1005,1013.4,0,3.07
156,堡林,2014-09-30,20.6,16.7,25.3,0,1.5,16.4,77.9,18.7,1007.7,1016.1,6.1,12.47
156,堡林,2014-10-01,20.7,16.9,26.2,,1.7,14.1,67,16.1,1008.4,1016.8,6.8,14.21
156,堡林,2014-10-02,20.1,15.6,25.6,,1.5,14.1,70,16.1,1002.8,1011.2,5.1,11.34
156,堡林,2014-10-03,17.4,13.2,21,,2.2,10.6,65.6,12.8,1004.6,1013,8.9,15.46
156,堡林,2014-10-04,17.8,11.5,25,,3.3,9.6,61.6,11.9,1009.4,1017.9,10.8,18.78
156,堡林,2014-10-05,17.9,12.5,24.6,,3.3,8.3,55,10.9,1007.7,1016.2,10.9,18.37
156,堡林,2014-10-06,16.7,12.2,22.4,,1.7,7.7,58.1,10.6,1009.5,1018,10.8,18.37
156,堡林,2014-10-07,17,11.3,24,,1.2,8.4,60.4,11.1,1013.5,1022.1,10.8,18.08
156,堡林,2014-10-08,17.5,11.7,24.1,,1,9.6,63.1,12,1013.1,1021.6,10.7,15.87
156,堡林,2014-10-09,18.5,13,25.3,,1.6,10,60.4,12.2,1011.7,1020.2,9.5,16.26
156,堡林,2014-10-10,19.9,12.9,29.1,,2,10.8,59.1,13,1011.5,1019.9,10.6,18.04
156,堡林,2014-10-11,20.3,14.4,27.8,,3.6,9.6,52.1,12,1012.1,1020.5,10.6,17.82
156,堡林,2014-10-12,17.5,15.2,20.1,1.5,3.4,11.5,68.9,13.7,1007.1,1015.7,0,3.15
156,堡林,2014-10-13,17.8,14.4,22.3,1.5,3.3,12.7,73.3,14.7,1000.8,1009.2,3.5,7.87
156,堡林,2014-10-14,15.2,11.3,21.5,,1.1,8.3,66.1,11,1008.3,1016.9,10.3,15.63
156,堡林,2014-10-15,13.9,8.5,21.5,,1.2,6.2,63.4,9.5,1010.3,1018.9,10.5,17.57
156,堡林,2014-10-16,13.7,9,20,,1.7,5.3,59.4,9,1012.3,1021,9.9,14.84
156,堡林,2014-10-17,14.2,6.1,22.7,,1.2,1.8,48.9,7.1,1014.8,1023.5,10.6,17.76
156,堡林,2014-10-18,14.9,6.8,24.1,,0.9,2.3,48.3,7.3,1015.3,1024,10.5,17.01
156,堡林,2014-10-19,17.1,8.8,25.3,,1.6,7.9,58.1,10.9,1014,1022.5,7.4,14.5
156,堡林,2014-10-20,18.9,17.3,20.4,27,1.9,17.3,90.8,19.8,1008.9,1017.3,0,2.17
156,堡林,2014-10-21,19.4,15,23,34.5,1.1,17.6,90,20.2,1004.8,1013.2,0.6,5
156,堡林,2014-10-22,15,12.1,20.3,16,3.2,11.1,79,13.3,1009.6,1018.2,5.8,10.84
156,堡林,2014-10-23,14.8,10.3,20.3,,1,9.3,71.9,11.8,1012.7,1021.4,10,14.77
156,堡林,2014-10-24,15.3,9.9,22.1,,0.9,9.7,73.3,12.2,1012.4,1021,9.5,15.33
156,堡林,2014-10-25,15.4,9,23.4,,1,8.6,68.6,11.3,1012.5,1021.1,9.7,15.44
156,堡林,2014-10-26,16.2,10.3,23,0,1,11.1,73.6,13.2,1010.9,1019.4,10.1,15.5
156,堡林,2014-10-27,13.4,8.9,19.2,,2.2,2.5,50.8,7.5,1014.2,1022.9,10.1,16.27
156,堡林,2014-10-28,12.2,5.3,20.9,,0.9,2.4,55.5,7.3,1017,1025.8,10.1,16.04
156,堡林,2014-10-29,13.1,7.4,19.2,,0.6,6.8,67.5,10,1017.7,1026.5,3.7,8.82
156,堡林,2014-10-30,14.8,8.7,21.5,,0.9,8.8,69.6,11.3,1015.4,1024.1,2.4,8.3
156,堡林,2014-10-31,13.3,11.5,15.1,24.5,2.2,11.7,90.5,13.8,1008.4,1017.1,0,1.24
156,堡林,2014-11-01,15.2,12.9,17.6,0.5,1.2,12.8,86.5,14.8,1005.2,1013.8,0.1,4.48
156,堡林,2014-11-02,12.4,10.9,15.6,2.5,1.9,6.3,69.3,9.9,1005.7,1014.4,5.2,7.03
156,堡林,2014-11-03,10.3,6.1,15,,2.7,-0.7,47.8,5.9,1011.7,1020.4,9.9,14.35
156,堡林,2014-11-04,10.6,4,18.4,,0.9,2.9,62.5,7.6,1013.6,1022.4,10.1,14.87
156,堡林,2014-11-05,11.2,5,18.7,,0.9,4.2,66.6,8.4,1012.6,1021.3,9.5,14.27
156,堡林,2014-11-06,13.3,9,19.2,,1.3,7.5,69.5,10.4,1012.4,1021.1,7,11.34
156,堡林,2014-11-07,11.9,7.7,17.9,,1.5,4.4,63.4,8.5,1016.6,1025.4,9.6,12.66
156,堡林,2014-11-08,11.6,8.4,14.5,,1.1,6.5,71.4,9.7,1016,1024.8,0,4.14
156,堡林,2014-11-09,11.5,7.6,15.6,,1.9,4.4,63.9,8.4,1015,1023.8,9.4,12.76
156,堡林,2014-11-10,10.6,5.4,18,,1.7,0.8,53.8,6.5,1013.6,1022.4,9.5,13.48
156,堡林,2014-11-11,9.8,4.1,16.7,,0.9,3.4,66.5,7.9,1009,1017.8,6.9,10.83
156,堡林,2014-11-12,9.4,6.1,13.7,1.5,2.3,2.6,64.8,7.6,1007.6,1016.4,5.2,7.7
156,堡林,2014-11-13,4.3,2.4,6.4,,2.3,-2.2,62.5,5.2,1015.5,1024.5,2.2,6.11
156,堡林,2014-11-14,6.4,2.9,11.5,0.5,1.2,0.3,66.4,6.3,1017.6,1026.6,6.4,9.03
156,堡林,2014-11-15,6.7,1.9,11.3,,1.2,0.7,67.6,6.4,1020.9,1029.9,3.5,7.69
156,堡林,2014-11-16,9.5,5.8,14.4,,0.9,-1.3,49.4,5.6,1017,1025.9,3.9,8.79
156,堡林,2014-11-17,7.8,5.3,12.8,1,1,2,68.1,7.1,1016.6,1025.5,5.8,8
156,堡林,2014-11-18,7,3.3,12.2,,2,-0.5,60.3,5.9,1019.6,1028.6,9.3,12.29
156,堡林,2014-11-19,6.5,0.3,14.3,,1.3,-3.1,55,4.9,1018.9,1027.9,9,12.39
156,堡林,2014-11-20,8.1,1.9,15.8,,0.9,-1,55.5,5.7,1016.5,1025.4,9.3,12.02
156,堡林,2014-11-21,9.4,3.3,16.6,,0.5,3.3,67.6,7.8,1015.4,1024.3,6.4,8.93
156,堡林,2014-11-22,11,5.3,17.9,,1.2,5.8,72.1,9.3,1015.6,1024.4,4.9,8.16
156,堡林,2014-11-23,12.2,6.7,17.1,0.5,1,6,67.4,9.4,1015.6,1024.4,2.4,6.57
156,堡林,2014-11-24,11.8,10.9,13.5,71.5,3,10.1,90,12.4,1009.2,1017.9,0,0.72
156,堡林,2014-11-25,11.7,8.1,16,,1.7,7.7,77.3,10.5,1007.2,1015.9,4.9,8.03
156,堡林,2014-11-26,11.5,8.9,16.9,,1.5,5.7,69,9.2,1010,1018.8,6.3,8.68
156,堡林,2014-11-27,10.2,4.7,16.8,,0.9,6.1,77.8,9.4,1014.3,1023.2,8.8,10.9
156,堡林,2014-11-28,12.2,8.3,14.8,4,2.4,9.2,81.8,11.7,1007.6,1016.3,0,1.25
156,堡林,2014-11-29,12.1,9.2,16.4,,1.7,5.2,64.3,8.9,1011.3,1020.1,7,10.48
156,堡林,2014-11-30,12,9.2,14.6,13.5,1.7,9.3,84.6,11.8,1002.9,1011.6,0,1.68
156,堡林,2014-12-01,3.5,-0.7,10.5,2.5,3,-1.6,70.4,5.6,1008.3,1017.3,3.5,4.87
156,堡林,2014-12-02,-1.9,-3.7,0.5,3.5,1.9,-4.3,83.5,4.4,1014.5,1023.8,3.9,5.58
156,堡林,2014-12-03,2.8,-2,6.6,0.5,2.1,-1.9,72.1,5.3,1012.8,1021.8,2.8,5.66
156,堡林,2014-12-04,1.2,-0.7,5.4,6,2.1,-1.3,83.9,5.6,1011.5,1020.6,5.5,7.25
156,堡林,2014-12-05,-1.9,-3.8,1.7,3.5,2.1,-4.7,81.4,4.3,1012.6,1021.9,5.7,5.28
156,堡林,2014-12-06,-0.8,-4.5,3.1,0.5,1.6,-4.9,74.5,4.3,1015.8,1025,7.9,10.24
156,堡林,2014-12-07,1.1,-2.1,5.9,,1.7,-3.9,70,4.6,1017.3,1026.5,5.1,7.63
156,堡林,2014-12-08,1.7,-0.9,6.6,2.5,2.6,-2.7,73.8,5.1,1020.7,1029.9,6.6,7.9
156,堡林,2014-12-09,1.1,-3.6,6.9,,2.3,-8.9,50,3.2,1025.1,1034.3,8.6,11.38
156,堡林,2014-12-10,4.6,-0.1,7.3,1,0.8,0.3,74.3,6.4,1016.5,1025.5,1.2,3.89
156,堡林,2014-12-11,3.3,-1.3,7.6,0.5,2.2,-1.8,69.8,5.5,1014.7,1023.8,4.1,6.43
156,堡林,2014-12-12,0.8,-1.5,4.4,1.5,1.8,-3.3,74.6,4.9,1015.4,1024.5,2.6,5.88
156,堡林,2014-12-13,-0.7,-3.8,1.5,1,2,-4.5,75.6,4.4,1017.9,1027.1,6,7.33
156,堡林,2014-12-14,0.5,-2.9,5.2,0,2.1,-6.6,61.1,3.8,1021.3,1030.5,9.2,11.09
156,堡林,2014-12-15,4,-1.5,9.5,0.5,1.5,-2.1,66.5,5.3,1016.9,1026,4.6,7.59
156,堡林,2014-12-16,0.4,-3.3,6.1,8.1,2.1,-2.8,79.1,5.1,1011.3,1020.4,2,3.69
