수온(℃),pH,DO(㎎/L),Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2)
6.9,7.3,12.1,24.0,0.0,5.6,-0.2,13.2,0.0,0.7,-3.1,56.8,4.9,1015.8,1024.8,8.1,14.08
7.7,7.4,10.2,45.3,0.0,0.5,-3.2,4.7,0.0,1.3,-6.8,60.4,3.7,1018.9,1028.1,10.0,18.37
10.2,7.5,9.2,57.4,0.0,8.3,0.1,16.3,0.9,1.1,1.6,65.8,7.1,1015.7,1024.6,7.1,15.56
10.2,7.6,11.2,27.9,0.0,6.0,3.0,10.2,0.0,1.9,-3.6,52.4,4.8,1015.0,1023.9,9.9,21.9
11.3,7.1,10.5,31.5,0.0,9.4,5.1,13.9,4.5,1.6,6.6,84.3,9.8,1004.3,1013.0,0.3,8.66
11.1,7.6,13.6,88.4,0.0,5.4,0.2,12.5,0.0,1.8,-6.9,43.6,3.7,1014.1,1023.1,10.2,22.8
14.7,8.2,14.6,107.3,0.0,10.8,5.5,18.6,0.0,1.5,-1.2,46.0,5.8,1010.3,1019.0,11.3,23.7
13.2,7.3,10.1,121.6,0.0,11.9,8.0,18.8,0.0,1.1,3.1,56.5,7.6,1011.6,1020.4,10.7,22.79
14.4,8.8,16.3,120.9,0.0,9.6,1.6,17.9,0.0,1.2,-5.5,41.0,4.3,1012.3,1021.1,8.7,23.7
14.6,7.3,10.7,61.4,0.0,9.5,5.2,14.8,0.0,1.7,0.5,56.9,6.5,1005.5,1014.3,11.1,24.01
15.0,6.8,3.4,19.6,0.0,11.6,8.4,17.9,0.0,1.8,7.6,78.5,10.6,1004.6,1013.3,3.5,16.68
16.5,7.9,13.7,60.9,0.0,12.8,7.1,19.7,0.0,1.4,-1.8,39.1,5.5,1012.3,1021.0,12.5,28.33
19.9,6.8,1.7,15.3,0.0,19.5,13.8,26.8,0.0,1.1,15.3,78.1,17.6,1000.6,1009.0,8.7,23.16
19.7,7.2,5.4,37.2,0.0,18.8,13.2,26.5,0.0,1.4,10.7,66.5,13.2,1001.5,1009.9,10.0,27.78
21.5,6.8,8.0,75.3,0.0,18.8,12.9,24.8,14.3,2.3,16.0,84.8,18.3,991.8,1000.1,4.1,17.87
21.7,7.0,7.5,61.8,0.0,18.5,15.3,23.7,0.0,0.8,14.9,81.6,17.0,1003.6,1012.1,2.9,18.01
23.0,7.1,7.3,47.1,0.0,21.1,17.5,26.1,0.0,1.3,12.6,64.4,15.3,1002.8,1011.1,9.1,27.27
26.8,7.6,9.6,112.1,29.0,26.0,19.5,33.7,0.0,1.4,16.1,58.6,18.5,1006.2,1014.4,12.7,29.34
25.4,7.2,5.8,8.9,0.0,23.5,18.3,29.5,0.0,1.0,16.6,68.5,19.0,999.5,1007.7,11.9,29.3
27.9,7.3,12.1,59.4,54.0,24.5,19.6,31.1,0.0,1.4,19.9,77.1,23.3,1000.6,1008.8,10.8,25.25
23.3,7.6,5.8,22.6,0.0,22.1,17.8,27.9,0.0,1.0,17.2,75.6,19.6,997.3,1005.6,7.4,23.35
23.9,7.0,7.4,25.1,0.0,22.9,20.4,25.0,0.3,1.0,22.1,95.4,26.6,993.3,1001.5,0.5,7.84
20.6,7.9,7.5,5.4,0.0,19.8,18.9,21.5,9.8,0.6,19.5,98.6,22.7,997.2,1005.5,0.0,5.79
26.2,6.9,7.7,20.2,0.0,24.7,21.6,29.1,9.4,1.0,22.3,87.8,26.9,1003.5,1011.8,4.0,19.51
23.2,7.1,7.2,5.3,0.0,23.2,20.9,27.2,8.9,0.9,22.2,94.1,26.7,999.5,1007.8,0.0,9.47
25.5,7.8,6.3,5.6,74.0,27.7,25.6,30.3,0.0,3.1,25.9,90.4,33.4,1002.2,1010.3,2.7,16.02
30.0,7.8,8.8,63.1,0.0,28.2,23.4,34.4,0.0,1.0,24.0,79.8,29.8,1003.3,1011.5,12.3,26.81
29.8,7.1,8.4,45.9,98.0,28.3,24.0,33.6,0.0,1.9,24.4,81.1,30.6,997.3,1005.4,10.6,23.14
28.3,6.7,5.9,25.6,0.0,26.7,23.0,31.1,0.1,1.7,24.4,88.0,30.6,1000.0,1008.2,5.9,15.61
21.6,7.1,7.5,4.6,19.0,24.1,21.0,27.9,0.0,2.9,22.0,89.3,26.5,1003.4,1011.7,5.8,15.67
23.4,7.2,7.2,5.3,45.0,22.3,19.7,26.7,0.0,1.1,19.3,84.6,22.3,1006.3,1014.6,8.4,20.27
23.5,8.2,12.2,67.3,332.0,18.9,13.0,24.9,0.0,0.8,12.1,68.6,14.2,1009.4,1017.9,10.5,20.45
24.3,9.3,16.3,148.1,165.0,19.9,15.7,25.6,0.0,1.0,13.2,69.3,15.3,1008.0,1016.4,10.8,21.43
22.2,8.2,10.6,192.7,28.0,15.3,11.4,19.8,0.0,2.4,5.7,53.8,9.2,1010.0,1018.6,9.3,19.39
21.4,9.0,14.5,214.7,118.0,17.8,14.8,23.3,0.0,0.8,13.1,76.6,15.2,1007.6,1016.0,7.2,15.32
17.7,8.2,13.1,147.6,128.0,15.6,9.9,21.6,0.0,1.3,7.5,61.6,10.4,1015.9,1024.6,8.4,15.85
16.4,7.8,13.1,118.0,234.0,13.4,7.7,20.6,0.0,0.7,7.5,71.4,10.4,1011.5,1019.9,9.0,15.74
16.3,7.3,10.1,75.9,72.0,13.1,8.6,18.2,0.3,1.0,7.2,71.8,10.5,1012.0,1020.5,5.9,12.92
14.0,7.2,9.5,57.2,0.0,8.6,4.1,13.8,0.0,1.9,-4.7,41.9,4.5,1017.4,1026.0,9.5,15.39
13.9,7.6,12.9,47.6,0.0,14.5,8.0,22.1,0.0,0.9,5.8,60.3,9.3,1016.4,1024.8,8.5,13.56
13.6,7.1,5.0,11.4,0.0,6.9,3.1,12.2,0.0,1.6,-6.4,40.8,3.9,1018.7,1027.4,6.3,11.88
10.3,7.5,12.3,46.0,0.0,4.3,-0.6,10.8,0.0,1.7,-10.9,35.9,2.7,1024.8,1033.6,8.5,12.83
8.7,7.3,11.9,53.1,0.0,5.1,0.2,10.7,0.0,1.3,-0.2,69.9,6.1,1019.2,1028.0,1.2,6.24
7.6,7.2,12.4,61.4,0.0,-2.7,-5.8,1.7,0.0,2.7,-12.7,46.9,2.3,1021.4,1030.5,9.2,12.75
5.7,7.1,13.6,72.0,0.0,1.2,-3.1,7.0,0.0,0.8,-5.5,61.5,4.1,1020.8,1029.7,3.3,7.71
8.1,7.2,13.3,55.8,0.0,5.8,0.7,13.8,0.0,0.6,3.8,89.1,8.1,1014.6,1023.4,6.1,10.51
5.7,8.0,12.9,34.0,0.0,7.1,4.7,8.8,15.5,0.9,3.7,82.4,8.4,1015.4,1024.3,0.0,1.68
6.8,7.5,10.6,24.7,0.0,2.3,-0.5,5.5,0.0,1.8,-4.9,59.0,4.3,1014.7,1023.8,3.0,7.74
5.6,7.6,14.5,58.2,0.0,4.0,1.2,7.9,0.0,1.2,-2.9,63.1,5.0,1015.1,1024.1,5.4,10.13
6.8,7.8,14.3,51.4,0.0,7.3,3.7,13.0,0.0,1.0,4.1,81.9,8.2,1008.1,1016.9,4.5,11.41
7.9,7.7,14.3,34.2,0.0,5.9,3.7,10.1,0.0,1.2,1.3,73.1,6.7,1006.5,1015.4,5.7,11.02
7.8,8.2,15.5,58.9,0.0,2.0,-1.3,6.6,0.0,1.3,-4.1,65.8,4.6,1018.2,1027.3,6.0,12.28
6.7,8.7,16.4,105.6,0.0,-2.2,-7.0,3.2,0.0,1.8,-18.0,32.6,1.6,1023.9,1033.3,6.8,12.99
6.4,7.8,12.7,49.6,0.0,0.5,-3.2,4.7,0.0,1.3,-6.8,60.4,3.7,1018.9,1028.1,10.0,18.37
7.1,8.9,15.8,79.8,0.0,8.4,6.0,11.5,0.1,0.9,7.0,91.5,10.0,1010.8,1019.6,0.8,5.12
6.4,7.8,12.7,49.6,0.0,0.5,-3.2,4.7,0.0,1.3,-6.8,60.4,3.7,1018.9,1028.1,10.0,18.37
8.4,8.8,16.4,80.6,0.0,8.3,0.1,16.3,0.9,1.1,1.6,65.8,7.1,1015.7,1024.6,7.1,15.56
10.2,8.1,13.6,43.5,0.0,6.0,3.0,10.2,0.0,1.9,-3.6,52.4,4.8,1015.0,1023.9,9.9,21.9
10.1,8.5,14.5,83.9,0.0,9.4,5.1,13.9,4.5,1.6,6.6,84.3,9.8,1004.3,1013.0,0.3,8.66
10.3,8.7,14.1,84.0,0.0,5.4,0.2,12.5,0.0,1.8,-6.9,43.6,3.7,1014.1,1023.1,10.2,22.8
13.2,8.3,12.7,52.8,0.0,10.8,5.5,18.6,0.0,1.5,-1.2,46.0,5.8,1010.3,1019.0,11.3,23.7
13.6,7.5,7.7,72.6,0.0,11.9,8.0,18.8,0.0,1.1,3.1,56.5,7.6,1011.6,1020.4,10.7,22.79
14.2,8.2,11.8,104.9,0.0,9.6,1.6,17.9,0.0,1.2,-5.5,41.0,4.3,1012.3,1021.1,8.7,23.7
14.1,7.7,10.2,46.3,0.0,9.5,5.2,14.8,0.0,1.7,0.5,56.9,6.5,1005.5,1014.3,11.1,24.01
15.6,7.3,9.0,50.3,0.0,11.6,8.4,17.9,0.0,1.8,7.6,78.5,10.6,1004.6,1013.3,3.5,16.68
15.6,8.0,11.9,48.5,0.0,12.8,7.1,19.7,0.0,1.4,-1.8,39.1,5.5,1012.3,1021.0,12.5,28.33
19.7,7.6,8.5,45.2,0.0,19.5,13.8,26.8,0.0,1.1,15.3,78.1,17.6,1000.6,1009.0,8.7,23.16
20.7,7.6,8.9,40.2,0.0,18.8,13.2,26.5,0.0,1.4,10.7,66.5,13.2,1001.5,1009.9,10.0,27.78
21.3,7.1,7.3,33.4,0.0,18.8,12.9,24.8,14.3,2.3,16.0,84.8,18.3,991.8,1000.1,4.1,17.87
20.9,7.2,9.2,53.9,0.0,18.5,15.3,23.7,0.0,0.8,14.9,81.6,17.0,1003.6,1012.1,2.9,18.01
22.7,7.1,7.4,27.9,0.0,21.1,17.5,26.1,0.0,1.3,12.6,64.4,15.3,1002.8,1011.1,9.1,27.27
26.6,7.8,9.2,25.8,276.0,26.0,19.5,33.7,0.0,1.4,16.1,58.6,18.5,1006.2,1014.4,12.7,29.34
24.9,7.7,5.8,8.7,0.0,23.5,18.3,29.5,0.0,1.0,16.6,68.5,19.0,999.5,1007.7,11.9,29.3
26.5,8.4,15.2,91.9,0.0,24.5,19.6,31.1,0.0,1.4,19.9,77.1,23.3,1000.6,1008.8,10.8,25.25
23.9,6.9,6.9,48.1,0.0,22.1,17.8,27.9,0.0,1.0,17.2,75.6,19.6,997.3,1005.6,7.4,23.35
24.0,7.1,8.3,50.7,0.0,22.9,20.4,25.0,0.3,1.0,22.1,95.4,26.6,993.3,1001.5,0.5,7.84
20.9,7.1,7.9,5.8,33.0,19.8,18.9,21.5,9.8,0.6,19.5,98.6,22.7,997.2,1005.5,0.0,5.79
24.9,7.1,8.6,30.3,0.0,24.7,21.6,29.1,9.4,1.0,22.3,87.8,26.9,1003.5,1011.8,4.0,19.51
23.2,7.8,7.7,5.4,0.0,23.2,20.9,27.2,8.9,0.9,22.2,94.1,26.7,999.5,1007.8,0.0,9.47
25.7,7.4,7.6,13.7,0.0,27.7,25.6,30.3,0.0,3.1,25.9,90.4,33.4,1002.2,1010.3,2.7,16.02
30.8,8.3,16.3,102.0,95.0,28.6,25.0,34.2,0.0,1.1,24.8,82.1,31.4,1004.7,1012.9,10.7,25.62
30.3,7.2,7.7,26.0,488.0,28.3,24.0,33.6,0.0,1.9,24.4,81.1,30.6,997.3,1005.4,10.6,23.14
28.3,6.5,6.7,36.7,0.0,26.7,23.0,31.1,0.1,1.7,24.4,88.0,30.6,1000.0,1008.2,5.9,15.61
21.9,7.1,7.6,4.3,325.0,24.1,21.0,27.9,0.0,2.9,22.0,89.3,26.5,1003.4,1011.7,5.8,15.67
22.8,7.1,7.2,4.3,0.0,22.3,19.7,26.7,0.0,1.1,19.3,84.6,22.3,1006.3,1014.6,8.4,20.27
22.8,8.2,12.1,88.9,3842.0,18.9,13.0,24.9,0.0,0.8,12.1,68.6,14.2,1009.4,1017.9,10.5,20.45
23.7,8.6,15.5,64.8,2302.0,19.9,15.7,25.6,0.0,1.0,13.2,69.3,15.3,1008.0,1016.4,10.8,21.43
22.6,9.0,12.2,184.7,2466.0,15.3,11.4,19.8,0.0,2.4,5.7,53.8,9.2,1010.0,1018.6,9.3,19.39
21.0,9.6,15.0,125.8,1985.0,17.8,14.8,23.3,0.0,0.8,13.1,76.6,15.2,1007.6,1016.0,7.2,15.32
18.1,9.4,13.6,217.7,270.0,15.6,9.9,21.6,0.0,1.3,7.5,61.6,10.4,1015.9,1024.6,8.4,15.85
16.1,9.3,16.3,238.5,1116.0,13.4,7.7,20.6,0.0,0.7,7.5,71.4,10.4,1011.5,1019.9,9.0,15.74
15.6,9.0,14.8,122.6,365.0,13.1,8.6,18.2,0.3,1.0,7.2,71.8,10.5,1012.0,1020.5,5.9,12.92
13.5,8.7,13.3,149.8,399.0,8.6,4.1,13.8,0.0,1.9,-4.7,41.9,4.5,1017.4,1026.0,9.5,15.39
13.5,8.7,13.4,51.5,480.0,14.5,8.0,22.1,0.0,0.9,5.8,60.3,9.3,1016.4,1024.8,8.5,13.56
12.7,7.4,7.4,34.7,0.0,6.9,3.1,12.2,0.0,1.6,-6.4,40.8,3.9,1018.7,1027.4,6.3,11.88
10.0,7.0,10.7,38.8,0.0,4.3,-0.6,10.8,0.0,1.7,-10.9,35.9,2.7,1024.8,1033.6,8.5,12.83
8.1,8.0,12.9,52.7,0.0,5.1,0.2,10.7,0.0,1.3,-0.2,69.9,6.1,1019.2,1028.0,1.2,6.24
6.2,8.0,13.2,33.5,0.0,-2.7,-5.8,1.7,0.0,2.7,-12.7,46.9,2.3,1021.4,1030.5,9.2,12.75
4.8,8.1,14.4,61.4,0.0,1.2,-3.1,7.0,0.0,0.8,-5.5,61.5,4.1,1020.8,1029.7,3.3,7.71
5.0,8.6,15.0,129.5,0.0,5.8,0.7,13.8,0.0,0.6,3.8,89.1,8.1,1014.6,1023.4,6.1,10.51
5.9,7.0,13.0,66.8,0.0,1.2,-3.6,6.9,0.0,0.7,-3.7,71.8,4.7,1021.8,1030.7,5.8,10.07
5.5,7.4,13.9,58.3,0.0,6.6,0.6,12.7,0.0,0.8,2.2,76.8,7.2,1012.3,1021.0,8.5,12.16
5.3,7.2,12.4,44.2,0.0,-1.3,-5.3,3.6,0.0,1.7,-12.3,46.0,2.4,1022.0,1031.0,9.4,14.39
8.9,7.2,9.7,44.3,0.0,8.8,4.4,15.5,0.0,0.9,2.4,66.8,7.3,1016.3,1024.9,9.2,13.75
7.7,7.3,12.2,62.6,0.0,8.3,4.1,10.3,11.6,1.7,6.8,90.6,10.1,1009.6,1018.2,0.0,4.36
7.4,7.4,11.8,68.6,0.0,0.3,-1.7,3.9,0.0,1.9,-11.0,44.8,2.7,1019.5,1028.5,9.8,17.29
10.5,7.6,14.3,69.2,0.0,3.9,0.2,9.0,0.6,1.8,-2.2,65.9,5.6,1005.3,1014.0,2.8,7.26
9.9,7.3,12.8,55.6,0.0,10.5,3.0,19.0,0.0,1.3,2.7,62.1,7.9,1007.0,1015.4,9.9,16.61
10.7,7.1,8.6,27.3,0.0,4.7,1.3,8.7,0.0,1.7,0.2,74.8,6.3,1015.6,1024.3,6.9,15.61
11.8,7.1,10.9,77.3,0.0,8.6,5.0,16.1,0.0,1.5,1.5,66.1,7.0,1018.0,1026.6,8.8,19.79
12.8,7.8,12.1,93.3,0.0,12.3,5.3,20.2,2.4,1.5,5.7,69.3,9.3,1008.5,1016.9,7.7,17.43
12.8,6.8,10.0,106.4,0.0,7.5,3.7,12.6,0.0,1.9,-4.0,47.8,4.8,1014.1,1022.8,10.9,23.98
14.9,7.8,9.3,102.3,0.0,13.1,9.8,18.4,0.0,1.5,2.1,53.0,7.5,1001.2,1009.5,7.0,18.87
15.3,7.6,8.1,142.4,0.0,12.4,7.1,19.4,0.0,1.1,2.0,56.3,7.3,1012.4,1020.9,11.6,26.75
17.5,8.5,13.3,224.4,0.0,13.9,12.6,15.0,16.9,1.9,9.1,78.3,12.4,1009.7,1018.0,0.0,4.33
15.4,8.8,16.4,234.1,0.0,12.8,4.8,21.0,0.0,0.8,1.6,53.4,7.0,1010.5,1018.9,12.3,28.14
19.8,7.4,10.2,53.5,0.0,16.5,12.1,22.7,0.0,1.3,4.7,50.6,8.8,1012.6,1021.0,12.2,26.52
17.1,7.1,7.3,80.7,0.0,15.6,7.6,23.8,0.0,1.3,6.9,61.9,10.0,1010.1,1018.5,10.5,28.3
19.7,7.3,12.7,108.7,0.0,18.3,14.6,22.6,0.0,1.6,4.1,39.8,8.3,1003.4,1011.5,0.3,11.37
20.8,6.6,4.4,16.6,0.0,15.9,14.4,18.1,1.4,1.3,15.5,98.1,17.7,999.5,1007.8,0.0,6.29
23.5,8.1,14.4,186.5,0.0,19.9,15.4,24.9,0.4,1.1,13.4,68.9,15.6,1000.4,1008.5,8.9,25.07
25.0,8.6,17.0,136.3,0.0,23.5,17.1,29.6,0.0,0.9,12.2,51.3,14.4,1005.6,1013.7,11.8,27.42
24.0,7.1,9.9,126.7,0.0,24.1,17.4,30.3,0.0,0.9,14.1,56.3,16.1,1005.6,1013.6,10.6,25.55
26.4,6.6,7.6,81.7,0.0,23.4,18.9,27.5,0.0,1.5,20.0,82.3,23.4,997.8,1005.8,4.5,20.03
26.6,7.2,10.9,95.0,157.0,25.1,19.3,32.8,0.0,1.1,14.5,55.4,16.7,996.6,1004.5,12.7,30.89
27.1,6.6,6.0,66.7,0.0,22.8,20.0,28.8,18.8,0.8,21.1,91.3,25.0,996.9,1004.9,5.0,15.34
24.8,6.8,4.7,25.4,0.0,21.9,20.1,23.1,29.1,1.1,21.6,98.6,25.9,1001.7,1009.7,0.0,5.21
27.8,6.6,8.0,53.2,66.0,28.1,24.9,32.4,0.0,1.8,25.7,87.5,33.0,1002.2,1010.1,6.3,21.16
29.2,7.2,8.2,72.2,63.0,27.8,24.1,32.5,0.0,1.2,23.4,78.4,28.8,1004.7,1012.6,7.9,20.79
29.3,7.8,9.8,136.4,98.0,28.3,24.7,32.8,0.0,1.6,21.5,67.3,25.6,995.9,1003.8,8.3,20.25
29.1,6.7,4.2,129.9,822.0,26.9,24.5,30.4,45.3,0.8,26.2,96.1,34.1,995.4,1003.3,2.4,12.71
28.3,6.7,6.3,58.3,491.0,27.2,22.7,33.0,0.0,1.0,23.3,81.3,28.7,995.1,1003.0,10.1,25.99
28.3,7.0,8.6,86.0,661.0,25.5,20.4,30.7,17.2,1.6,20.0,73.9,23.5,1000.4,1008.3,9.5,24.47
24.2,6.7,6.9,18.5,510.0,21.2,18.0,23.1,2.1,1.7,19.9,93.3,23.4,1007.0,1015.1,0.0,6.07
26.1,7.2,9.7,57.1,89.0,24.2,20.6,28.8,0.0,1.8,18.0,69.8,20.7,1006.7,1014.8,4.0,15.62
25.1,7.0,8.4,25.2,2018.0,21.5,17.8,26.6,0.0,1.1,15.7,72.6,18.0,1009.7,1017.8,10.1,21.43
24.7,7.0,9.5,44.3,1206.0,23.0,19.1,26.5,0.0,1.4,17.9,73.8,20.5,1006.8,1014.9,3.4,12.17
25.4,7.8,11.9,94.5,1003.0,24.4,19.9,30.4,0.0,0.9,21.2,84.1,25.1,1013.1,1021.2,9.5,18.9
22.9,6.9,4.8,47.0,617.0,17.4,15.7,18.8,5.9,1.6,17.2,98.9,19.6,1014.2,1022.5,0.0,3.81
16.3,7.2,9.9,34.3,0.0,11.4,3.6,19.1,0.0,1.3,1.6,53.1,7.1,1014.9,1023.5,9.9,19.2
17.3,8.3,17.2,112.9,0.0,13.1,8.1,19.5,0.0,0.8,7.2,70.8,10.2,1014.0,1022.5,9.8,17.03
17.0,7.1,10.5,52.2,0.0,14.5,10.8,20.0,0.0,0.6,10.7,80.0,12.9,1015.6,1024.0,8.3,13.22
17.0,7.2,11.2,75.2,0.0,11.6,7.4,18.5,21.2,2.3,8.5,82.1,11.4,1006.0,1014.5,1.0,4.73
12.6,6.9,8.5,33.3,0.0,10.8,5.3,16.6,0.0,0.5,7.5,82.9,10.4,1013.5,1022.1,8.6,12.34
13.3,6.9,9.7,54.1,0.0,7.3,3.9,12.8,1.9,1.5,2.6,73.6,7.6,1008.5,1017.1,1.9,6.92
12.2,7.0,9.3,38.4,0.0,8.9,2.0,17.0,0.0,0.6,3.1,69.6,7.6,1018.1,1026.8,8.8,12.51
9.3,7.0,10.6,28.2,0.0,8.3,3.3,15.1,0.0,0.6,4.3,77.8,8.3,1017.6,1026.3,8.9,12.14
10.4,7.1,10.6,38.2,0.0,1.0,-1.6,5.6,0.0,2.0,-8.3,50.9,3.3,1019.1,1028.1,9.1,12.83
7.4,7.2,12.1,41.1,0.0,6.1,0.7,12.8,0.0,1.1,1.6,74.8,6.9,1011.3,1020.0,7.1,9.46
5.4,7.4,13.0,19.4,0.0,-2.1,-7.7,4.4,0.0,1.6,-7.8,65.9,3.6,1022.8,1031.9,6.5,11.35
4.4,8.8,18.2,168.2,0.0,1.2,-3.6,6.9,0.0,0.7,-3.7,71.8,4.7,1021.8,1030.7,5.8,10.07
3.6,8.8,18.0,133.4,0.0,-1.3,-5.3,3.6,0.0,1.7,-12.3,46.0,2.4,1022.0,1031.0,9.4,14.39
6.1,8.8,18.0,129.1,0.0,8.8,4.4,15.5,0.0,0.9,2.4,66.8,7.3,1016.3,1024.9,9.2,13.75
7.0,8.7,17.1,161.0,0.0,8.3,4.1,10.3,11.6,1.7,6.8,90.6,10.1,1009.6,1018.2,0.0,4.36
6.4,8.9,16.5,174.3,0.0,0.3,-1.7,3.9,0.0,1.9,-11.0,44.8,2.7,1019.5,1028.5,9.8,17.29
8.0,9.0,17.3,98.6,0.0,3.9,0.2,9.0,0.6,1.8,-2.2,65.9,5.6,1005.3,1014.0,2.8,7.26
8.8,8.5,14.3,73.3,0.0,10.5,3.0,19.0,0.0,1.3,2.7,62.1,7.9,1007.0,1015.4,9.9,16.61
9.3,7.7,11.6,99.0,0.0,4.7,1.3,8.7,0.0,1.7,0.2,74.8,6.3,1015.6,1024.3,6.9,15.61
11.1,7.6,11.8,78.3,0.0,8.6,5.0,16.1,0.0,1.5,1.5,66.1,7.0,1018.0,1026.6,8.8,19.79
13.0,8.2,12.1,62.7,0.0,12.3,5.3,20.2,2.4,1.5,5.7,69.3,9.3,1008.5,1016.9,7.7,17.43
13.0,7.1,8.4,33.2,0.0,7.5,3.7,12.6,0.0,1.9,-4.0,47.8,4.8,1014.1,1022.8,10.9,23.98
14.9,7.5,7.6,52.5,0.0,13.1,9.8,18.4,0.0,1.5,2.1,53.0,7.5,1001.2,1009.5,7.0,18.87
15.6,7.6,8.1,47.0,0.0,12.4,7.1,19.4,0.0,1.1,2.0,56.3,7.3,1012.4,1020.9,11.6,26.75
16.8,8.2,10.7,54.8,0.0,13.9,12.6,15.0,16.9,1.9,9.1,78.3,12.4,1009.7,1018.0,0.0,4.33
16.4,7.9,9.1,43.2,0.0,12.8,4.8,21.0,0.0,0.8,1.6,53.4,7.0,1010.5,1018.9,12.3,28.14
19.2,8.9,11.2,63.4,149.0,16.5,12.1,22.7,0.0,1.3,4.7,50.6,8.8,1012.6,1021.0,12.2,26.52
19.4,8.0,8.7,48.0,0.0,15.6,7.6,23.8,0.0,1.3,6.9,61.9,10.0,1010.1,1018.5,10.5,28.3
19.9,8.1,10.9,65.9,1019.0,18.3,14.6,22.6,0.0,1.6,4.1,39.8,8.3,1003.4,1011.5,0.3,11.37
21.3,6.9,4.5,21.3,0.0,15.9,14.4,18.1,1.4,1.3,15.5,98.1,17.7,999.5,1007.8,0.0,6.29
23.6,8.3,13.4,83.4,31.0,19.9,15.4,24.9,0.4,1.1,13.4,68.9,15.6,1000.4,1008.5,8.9,25.07
23.5,8.3,11.8,61.9,338.0,23.5,17.1,29.6,0.0,0.9,12.2,51.3,14.4,1005.6,1013.7,11.8,27.42
24.5,7.8,11.1,118.0,0.0,24.1,17.4,30.3,0.0,0.9,14.1,56.3,16.1,1005.6,1013.6,10.6,25.55
25.8,7.6,11.0,96.6,0.0,23.4,18.9,27.5,0.0,1.5,20.0,82.3,23.4,997.8,1005.8,4.5,20.03
26.4,8.5,14.1,68.6,410.0,25.1,19.3,32.8,0.0,1.1,14.5,55.4,16.7,996.6,1004.5,12.7,30.89
28.9,8.5,11.9,65.5,33791.0,22.8,20.0,28.8,18.8,0.8,21.1,91.3,25.0,996.9,1004.9,5.0,15.34
25.8,6.8,4.7,37.6,703.0,21.9,20.1,23.1,29.1,1.1,21.6,98.6,25.9,1001.7,1009.7,0.0,5.21
27.4,7.3,10.1,53.8,211.0,28.1,24.9,32.4,0.0,1.8,25.7,87.5,33.0,1002.2,1010.1,6.3,21.16
29.4,7.7,8.2,57.6,733.0,27.8,24.1,32.5,0.0,1.2,23.4,78.4,28.8,1004.7,1012.6,7.9,20.79
30.1,8.4,10.4,68.2,15725.0,28.3,24.7,32.8,0.0,1.6,21.5,67.3,25.6,995.9,1003.8,8.3,20.25
30.9,8.3,9.5,101.2,19809.0,26.9,24.5,30.4,45.3,0.8,26.2,96.1,34.1,995.4,1003.3,2.4,12.71
30.2,7.3,7.9,43.1,1056.0,27.2,22.7,33.0,0.0,1.0,23.3,81.3,28.7,995.1,1003.0,10.1,25.99
29.3,8.5,13.2,79.4,2659.0,25.5,20.4,30.7,17.2,1.6,20.0,73.9,23.5,1000.4,1008.3,9.5,24.47
24.5,6.8,7.5,23.8,234.0,21.2,18.0,23.1,2.1,1.7,19.9,93.3,23.4,1007.0,1015.1,0.0,6.07
25.4,8.5,14.4,68.2,277.0,24.2,20.6,28.8,0.0,1.8,18.0,69.8,20.7,1006.7,1014.8,4.0,15.62
25.8,7.6,10.1,25.5,1705.0,21.5,17.8,26.6,0.0,1.1,15.7,72.6,18.0,1009.7,1017.8,10.1,21.43
24.9,8.1,11.9,70.5,1955.0,23.0,19.1,26.5,0.0,1.4,17.9,73.8,20.5,1006.8,1014.9,3.4,12.17
27.1,8.8,15.2,95.9,747.0,24.4,19.9,30.4,0.0,0.9,21.2,84.1,25.1,1013.1,1021.2,9.5,18.9
23.9,7.2,7.9,56.3,915.0,17.4,15.7,18.8,5.9,1.6,17.2,98.9,19.6,1014.2,1022.5,0.0,3.81
19.5,8.5,13.6,83.8,152.0,11.4,3.6,19.1,0.0,1.3,1.6,53.1,7.1,1014.9,1023.5,9.9,19.2
16.2,8.7,14.7,102.5,576.0,13.1,8.1,19.5,0.0,0.8,7.2,70.8,10.2,1014.0,1022.5,9.8,17.03
16.0,8.3,13.5,63.0,227.0,14.5,10.8,20.0,0.0,0.6,10.7,80.0,12.9,1015.6,1024.0,8.3,13.22
15.5,8.3,11.6,48.5,0.0,11.6,7.4,18.5,21.2,2.3,8.5,82.1,11.4,1006.0,1014.5,1.0,4.73
13.2,7.3,9.1,21.3,0.0,10.8,5.3,16.6,0.0,0.5,7.5,82.9,10.4,1013.5,1022.1,8.6,12.34
12.5,7.1,9.5,31.6,0.0,7.3,3.9,12.8,1.9,1.5,2.6,73.6,7.6,1008.5,1017.1,1.9,6.92
10.7,7.3,11.0,43.9,0.0,8.9,2.0,17.0,0.0,0.6,3.1,69.6,7.6,1018.1,1026.8,8.8,12.51
9.1,7.1,9.6,15.6,0.0,8.3,3.3,15.1,0.0,0.6,4.3,77.8,8.3,1017.6,1026.3,8.9,12.14
